Matematica;Comunicacion;Ingles;DesarrolloPersonal;Historia;ArteyCultura;Quimica;Biologia;Fisica;EmprendimientoI;EmprendimientoII;KuderA;KuderB;KuderC;KuderD;KuderE;KuderF;KuderG;KuderH;KuderI;KuderJ;CapsE1MR;CapsE2SR;CapsE3VR;CapsE4NA;CapsE5LU;CapsE6WK;CapsE7PSA;Career
11;17;20;20;18;20;15;20;14;16;20;19;8;13;27;13;13;10;7;11;17;0;5;0;9;3;9;0;IngenieriaBiotecnologica
1;19;17;10;14;16;12.5;20;5;10;18;13;6;20;23;9;13;15;19;8;25;6;5;0;9;9;9;6;EducacionInicial
7;16;20;18;16;20;20;16;10;20;20;24;30;17;22;17;28;23;23;25;18;6;4;3;9;0;9;5;Odontologia
4;16;18;16;18;16;18;16;15;14;20;18;23;30;25;24;24;28;12;15;29;0;0;3;9;0;1;0;EducacionSecundaria
12;19;19;20;18;18;12;20;16;18;20;30;11;15;9;16;9;12;19;30;24;6;0;6;0;9;7;0;TrabajoSocial
5;18;20;20;18;20;20;20;12;20;20;6;9;6;28;11;20;29;14;24;6;4;0;9;2;0;0;2;IngenieriaAmbiental
7;18;20;18;20;14;16;20;10;16;20;18;15;25;17;16;14;18;14;26;8;6;5;7;3;9;6;2;TrabajoSocial
8;18;20;20;18;16;12;12;0;12;16;6;26;25;8;17;23;6;23;12;15;6;3;0;2;9;3;0;EducacionInicial
11;13;17;20;12;20;20;16;0;8;20;23;8;21;13;20;27;30;11;27;17;2;0;0;4;3;5;1;TrabajoSocial
18;17;8;20;20;20;20;20;20;18;20;10;14;21;6;6;25;8;23;16;9;1;6;6;4;7;1;0;CienciaPoliticayGobierno
17;17;20;20;20;14;20;20;16;20;20;17;24;14;27;13;13;13;13;12;25;6;0;0;9;1;0;9;ObstetriciayPuericultura
16;19;20;20;20;16;20;20;14;16;20;22;6;20;12;20;7;29;16;27;7;6;2;0;4;2;7;6;AdministraciondeEmpresas
10;19;20;18;16;20;16;20;20;18;20;19;15;7;27;22;6;15;13;11;23;2;1;6;0;4;0;9;AdministraciondeEmpresas
10;17;19;20;20;20;14;20;8;10;20;20;18;29;24;13;18;12;7;20;23;2;2;4;9;4;0;0;Enfermeria
7;17;18;20;16;16;12;16;0;8;20;10;30;13;11;9;11;22;6;16;18;6;3;9;2;0;3;5;IngenieriaMecanicaElectrica
18;17;19;20;20;18;12;20;20;14;20;16;12;16;7;7;21;13;14;29;25;5;0;4;9;9;9;0;Psicologia
4;17;20;16;18;16;8;12;10;6;10;25;22;30;9;14;10;29;21;23;19;6;4;3;9;9;4;0;IngenieriadeIndustriaAlimentaria
19;17;20;20;20;20;16;20;20;16;20;7;6;24;18;22;13;19;6;19;17;4;0;0;7;4;3;1;Derecho
14;17;19;18;18;14;15;20;10;14;20;22;7;24;21;27;19;13;23;23;27;3;7;7;7;5;5;7;Contabilidad
14;17;19;20;20;10;8;20;10;12;20;13;14;27;19;27;15;14;22;29;16;3;4;3;8;4;0;4;Odontologia
10;19;8;20;20;14;7.5;20;10;10;20;6;19;16;15;18;15;7;21;22;30;0;0;0;9;3;4;7;Odontologia
10;17;19;16;20;18;10;16;15;16;20;9;25;29;15;24;19;15;8;17;19;2;3;0;8;4;0;9;IngenieriaBiotecnologica
16;17;17;18;14;18;12.5;12;16;12;18;19;29;10;14;15;20;22;24;7;6;6;7;9;1;0;0;0;IngenieriadeIndustriaAlimentaria
7;16;20;18;18;14;17.5;16;8;12;20;24;30;20;12;7;26;24;23;24;12;4;0;2;0;6;5;0;Derecho
5;17;15;14;10;14;15;20;16;10;18;9;13;29;17;8;24;6;13;8;9;1;0;6;3;5;7;7;Contabilidad
15;17;19;18;18;18;16;20;15;16;20;24;21;22;10;12;8;8;21;15;22;4;0;9;6;6;3;9;MedicinaVeterinariayZootecnia
11;19;20;20;20;20;16;20;17.5;20;20;30;13;30;24;18;8;22;7;11;15;0;4;5;4;4;0;4;CienciaPoliticayGobierno
15;17;20;20;20;18;20;20;18;18;20;29;18;16;7;17;19;11;28;16;20;2;5;4;9;1;9;0;IngenieriaBiotecnologica
11;15;17;20;16;14;16;12;7.5;8;10;27;27;23;28;22;6;24;28;30;16;0;0;0;9;0;8;0;IngenieriaMecanica
13;18;19;20;20;18;12;20;19;18;18;8;29;7;29;14;10;21;17;20;18;6;1;6;0;0;2;4;AdministraciondeEmpresas
16;17;10;20;20;16;20;20;20;18;20;8;16;30;29;29;17;10;16;12;12;6;4;0;1;0;7;6;Odontologia
15;9;9;20;18;16;16;16;15;16;20;30;28;17;15;18;10;10;9;16;6;5;7;9;6;6;9;0;IngenieriaAgronomicayAgricola
6;8;17;16;20;10;12;16;16;14;20;19;11;24;17;21;24;24;29;24;21;6;4;9;9;9;9;6;IngenieriaIndustrial
11;10;18;20;20;18;10;16;8;14;20;28;19;16;28;16;17;22;16;11;22;4;1;9;9;1;1;0;IngenieriaAmbiental
4;15;14;18;14;14;12.5;20;0;16;18;21;26;29;14;18;7;13;23;18;17;3;0;9;5;7;4;0;Arquitectura
8;18;18;18;16;18;8;20;8;8;18;25;26;17;26;26;20;28;30;9;13;3;4;4;2;2;9;9;FarmaciayBioquimica
15;17;18;18;18;20;17.5;20;16;18;20;19;27;26;22;24;16;6;15;23;9;0;1;2;7;1;4;0;CienciaPoliticayGobierno
14;17;19;20;0;16;12.5;20;12;8;0;24;18;13;14;20;11;7;16;25;25;2;6;3;2;7;5;2;AdministraciondeEmpresas
13;17;20;18;18;18;16;20;15;18;20;27;11;25;27;23;16;14;8;27;17;4;2;9;9;9;9;0;Arquitectura
14;17;16;20;20;20;14;20;12;20;20;27;19;25;18;9;9;21;18;13;21;3;7;9;8;7;0;7;MedicinaVeterinariayZootecnia
3;17;16;18;18;16;8;8;5;6;8;21;12;20;9;25;14;16;15;16;9;0;5;1;2;5;0;1;IngenieriaComercial
20;16;20;20;18;20;20;20;16;18;20;14;30;27;24;8;13;27;28;18;8;0;2;0;0;3;0;0;Derecho
15;17;19;20;20;18;20;20;16;18;20;20;12;22;28;13;13;27;13;8;9;6;0;6;9;0;5;8;ObstetriciayPuericultura
10;8;18;20;20;20;16;20;10;4;20;12;22;27;23;7;21;10;19;25;21;2;0;6;0;0;9;0;Derecho
15;15;19;0;16;12;12;16;7.5;4;20;12;15;17;17;6;26;6;17;10;19;0;6;9;5;3;1;6;MedicinaVeterinariayZootecnia
7;18;20;20;20;10;0;20;12;14;20;19;27;14;6;8;15;16;12;21;19;4;7;6;9;4;1;3;FarmaciayBioquimica
17;17;18;20;20;18;12;12;20;18;20;7;15;22;10;7;7;29;16;23;8;6;2;3;0;0;1;5;Derecho
4;18;18;18;14;18;10;16;10;8;20;29;25;10;29;17;16;21;10;8;13;6;1;3;0;7;0;2;CienciaPoliticayGobierno
9;17;10;18;6;16;20;20;4;12;12;8;12;19;22;18;30;19;8;20;23;1;2;9;0;0;6;0;IngenieriaMecanicaElectrica
16;17;15;18;16;16;16;20;18;14;20;23;20;28;24;29;17;14;28;26;22;6;2;9;9;1;1;7;IngenieriadeSistemas
8;10;19;18;20;16;17.5;20;15;16;20;15;30;7;12;18;6;21;28;26;24;0;1;0;7;0;0;3;Contabilidad
19;19;17;18;20;18;20;20;0;12;20;30;26;30;13;8;8;8;20;7;30;3;2;0;5;7;4;3;IngenieriaAmbiental
16;16;18;20;20;18;20;20;14;14;20;23;6;20;8;22;23;17;9;25;25;0;7;2;3;2;9;0;Derecho
15;18;17;14;20;18;12;20;10;12;10;7;22;23;8;29;15;17;6;17;20;0;2;0;0;5;4;0;CienciaPoliticayGobierno
4;16;19;20;18;18;16;20;12.5;2;10;6;17;25;29;12;18;11;16;19;23;2;0;8;5;1;9;2;IngenieriaAmbiental
12;19;18;20;20;20;15;16;12;14;20;24;25;10;21;23;25;21;8;19;9;2;5;5;0;6;4;7;AdministraciondeEmpresas
13;18;10;20;18;20;14;20;0;20;20;24;14;11;14;13;8;29;19;16;12;4;2;5;9;1;0;0;Enfermeria
12;16;8;20;20;14;5;16;12;6;18;23;11;13;9;9;6;13;26;26;26;0;0;9;9;0;0;7;IngenieriaAmbiental
16;18;19;20;18;18;20;20;14;0;20;19;19;24;29;7;26;24;27;14;29;6;6;0;4;6;0;0;AdministraciondeEmpresas
10;18;18;20;20;12;6;20;5;14;20;10;24;8;30;15;13;26;23;21;28;3;3;9;0;5;4;0;IngenieriadeSistemas
11;17;18;20;20;18;16;20;20;6;20;9;10;19;29;28;7;26;14;25;8;2;1;1;4;0;0;6;TecnologiaMedica
6;17;8;16;14;12;14;16;12;8;10;9;15;21;20;16;9;9;7;24;29;6;1;0;2;3;5;6;Contabilidad
5;16;18;14;16;16;12;20;20;8;18;14;10;6;25;16;16;26;7;8;7;6;1;9;5;4;2;6;MedicinaVeterinariayZootecnia
19;9;20;20;20;20;20;20;20;20;20;17;17;28;17;21;13;20;6;10;18;4;7;9;9;3;1;0;IngenieriaMecatronica
14;20;10;20;20;18;20;20;20;18;20;21;14;17;7;9;18;18;14;23;7;0;4;5;0;8;2;0;Teologia
14;9;20;20;18;18;16;16;6;6;20;19;22;17;21;30;10;8;16;24;13;1;2;8;6;7;4;2;IngenieriadeSistemas
17;19;20;20;20;16;17.5;20;16;16;20;27;26;27;21;21;8;17;28;27;7;3;0;0;2;4;0;4;IngenieriaMecanicaElectrica
16;18;18;20;20;18;20;20;12.5;16;20;8;24;14;28;21;28;11;7;29;26;6;4;3;9;2;4;6;ObstetriciayPuericultura
15;10;16;18;16;18;16;20;0;16;20;19;19;6;20;9;18;25;29;10;18;4;0;8;0;0;0;0;IngenieriaMecanicaElectrica
15;19;16;16;16;18;16;8;12;14;20;23;19;29;14;21;21;17;23;14;17;6;0;1;9;1;4;1;Odontologia
9;18;10;18;18;16;16;4;10;14;18;25;11;29;21;23;15;21;13;10;14;4;5;8;9;9;0;2;IngenieriaMecatronica
11;8;19;20;18;20;16;20;15;16;20;12;15;7;14;14;12;6;24;30;9;1;3;5;2;2;9;0;Derecho
10;17;14;18;18;16;10;12;10;6;20;13;24;28;7;23;21;20;10;18;17;6;0;9;8;9;9;0;IngenieriaMecanica
20;17;17;20;20;20;17.5;20;20;20;20;13;12;24;21;14;22;11;25;9;10;5;0;5;1;0;3;1;Derecho
18;19;18;20;18;18;20;20;18;18;20;12;17;15;30;12;25;11;15;20;19;3;5;6;2;0;9;6;Contabilidad
17;18;20;20;20;18;16;20;0;20;20;17;7;18;8;17;11;25;15;7;11;1;6;0;2;7;7;4;Contabilidad
7;17;19;20;20;18;0;20;15;16;20;27;23;9;20;6;14;14;30;17;12;3;2;7;0;0;5;1;Derecho
17;17;20;20;20;20;18;20;0;14;20;23;14;11;22;15;7;12;10;8;19;6;5;4;1;9;9;5;Teologia
8;9;16;14;10;12;10;16;5;6;20;16;8;8;16;19;30;8;25;9;28;0;0;2;7;1;6;0;Derecho
5;16;20;18;18;18;16;8;6;12;16;8;11;11;8;24;20;30;21;11;11;6;4;0;3;7;5;0;Contabilidad
6;7;16;16;18;20;8;20;10;16;20;7;17;11;19;12;19;20;6;11;8;5;7;9;4;9;3;6;IngenieriadeSistemas
16;17;9;20;20;16;18;20;14;10;20;25;27;22;17;18;24;28;22;7;16;3;1;9;6;0;6;0;IngenieriadeSistemas
11;18;17;20;20;18;15;20;14;4;16;17;14;9;13;23;19;18;8;15;22;4;4;7;2;0;5;6;CienciaPoliticayGobierno
12;18;18;18;16;14;16;20;12.5;8;20;19;28;20;25;16;28;16;11;12;11;1;0;0;2;4;5;9;Contabilidad
6;16;13;20;18;14;10;20;20;14;20;25;25;30;23;26;24;26;28;6;20;4;0;2;3;8;1;0;IngenieriaMecanica
5;17;10;16;12;16;6;16;10;14;20;11;22;22;27;21;25;14;10;18;21;3;4;9;0;1;0;5;MedicinaVeterinariayZootecnia
19;18;20;18;20;20;20;20;20;20;20;26;10;18;27;10;23;18;15;14;15;6;5;0;9;4;2;1;IngenieriaBiotecnologica
12;18;8;20;20;16;0;16;12;16;20;24;24;12;7;23;16;11;8;13;8;4;0;9;9;6;9;5;IngenieriaMecanicaElectrica
20;17;20;20;20;20;20;20;20;20;20;23;15;11;30;13;22;29;17;13;18;6;5;2;9;4;5;0;MedicinaHumana
9;16;9;18;20;20;10;16;16;14;18;15;14;14;16;19;22;8;6;17;28;4;1;2;4;0;6;1;AdministraciondeEmpresas
20;18;18;20;20;18;20;20;20;14;20;29;16;10;13;9;14;8;15;9;26;6;5;5;2;7;0;7;Contabilidad
10;18;11;20;20;18;18;20;10;18;20;17;22;23;13;15;8;8;23;11;29;0;3;2;1;0;9;9;AdministraciondeEmpresas
19;9;20;20;20;20;20;20;20;20;20;24;14;11;9;30;25;9;26;27;26;1;0;8;7;0;5;7;IngenieriadeMinas
13;18;19;20;18;18;12.5;20;0;14;20;22;22;26;25;9;12;17;15;28;27;3;0;9;9;0;9;7;IngenieriaElectronica
16;19;17;18;20;16;20;20;16;16;20;20;9;16;20;13;19;7;12;15;20;0;0;2;9;0;0;0;FarmaciayBioquimica
8;17;18;0;6;8;10;20;6;2;8;20;30;19;18;23;7;11;14;7;10;6;1;0;7;9;9;0;EducacionInicial
16;18;16;20;20;20;16;20;16;20;20;8;9;10;24;11;14;25;25;23;12;2;6;9;4;2;0;9;IngenieriaAmbiental
3;18;19;20;18;18;12;20;15;18;20;7;18;9;21;7;26;9;27;8;22;3;6;9;7;3;9;4;IngenieriaIndustrial
5;17;20;20;20;18;8;16;19;16;20;13;23;8;8;18;20;14;21;17;11;6;0;0;2;6;9;5;AdministraciondeEmpresas
9;18;18;18;18;18;20;20;0;16;20;26;20;17;20;28;22;9;12;21;21;4;2;0;0;0;0;9;CienciaPoliticayGobierno
9;18;8;20;20;20;12;20;10;14;20;7;10;28;27;11;28;17;18;28;10;0;7;0;6;1;0;5;IngenieriaComercial
10;16;10;18;10;14;8;20;0;12;18;18;16;12;7;27;16;28;15;25;15;6;7;3;7;0;0;6;IngenieriaComercial
7;18;19;20;20;20;16;20;18;20;20;30;15;18;7;7;11;18;9;12;11;6;0;9;0;5;0;3;IngenieriaMecanicaElectrica
10;17;20;20;20;18;8;20;0;16;18;15;6;15;9;7;8;27;11;22;8;6;4;0;5;7;0;2;AdministraciondeEmpresas
17;18;20;20;18;18;12;20;16;6;20;13;8;17;11;28;6;10;6;8;25;6;7;9;0;3;9;7;IngenieriaCivil
8;18;17;20;18;14;15;20;12;8;20;17;12;12;15;16;26;23;17;9;8;4;6;9;5;7;9;0;IngenieriaIndustrial
20;18;20;18;18;16;20;20;18;18;20;26;17;27;11;27;14;27;8;26;15;0;0;3;9;9;4;7;PublicidadyMultimedia
15;18;18;20;0;20;20;20;16;14;0;28;10;22;26;20;29;8;9;22;22;4;4;0;2;2;2;0;Contabilidad
2;18;19;20;16;16;16;16;0;14;20;7;27;30;14;24;27;23;11;22;16;6;6;4;8;0;0;0;ObstetriciayPuericultura
8;16;18;20;20;20;16;20;16;16;20;26;12;9;17;7;11;30;7;14;16;6;7;3;4;7;0;0;Contabilidad
5;19;18;14;0;18;8;20;12;16;20;14;9;10;30;21;18;11;14;16;15;0;0;9;2;3;0;6;IngenieriaMecatronica
17;9;19;20;18;20;20;20;16;16;20;9;21;23;7;21;18;17;12;19;6;5;0;9;0;0;7;5;IngenieriaAmbiental
8;18;19;16;20;8;14;20;7.5;2;18;28;28;26;11;14;11;29;8;21;21;3;0;4;2;4;0;2;IngenieriaAmbiental
18;18;20;16;16;16;20;20;20;20;20;16;28;27;17;21;27;18;21;9;16;6;5;8;4;0;9;5;IngenieriaAgronomicayAgricola
12;17;19;18;16;14;10;16;17;20;20;16;30;22;15;22;26;6;23;15;6;3;5;0;2;2;6;0;Derecho
7;19;19;20;20;18;20;20;15;10;18;9;14;17;24;21;16;16;22;17;22;5;1;9;1;9;0;0;IngenieriadeIndustriaAlimentaria
17;18;19;20;20;20;20;20;10;20;20;12;29;22;15;20;22;7;13;22;23;4;1;0;7;9;2;9;ComunicacionSocial
5;6;18;18;18;14;16;20;12;16;20;7;22;30;28;9;21;23;13;26;17;6;6;9;9;1;9;4;IngenieriaAmbiental
11;9;20;20;18;14;12;20;15;10;14;20;8;7;17;27;19;21;7;7;18;0;0;9;0;9;7;5;IngenieriaAgronomicayAgricola
19;17;20;20;20;18;20;20;20;18;20;10;11;30;14;12;14;14;18;14;23;2;4;9;7;4;9;0;IngenieriaMecanica
4;17;20;20;18;14;20;16;10;4;20;30;14;30;14;20;30;20;14;13;28;6;3;4;9;9;9;0;Teologia
16;16;13;20;20;12;16;20;16;6;20;15;23;15;27;17;19;29;26;16;18;1;2;9;3;1;2;1;IngenieriadeMinas
9;14;19;20;20;0;10;20;10;8;18;13;6;11;30;28;6;13;20;14;6;3;0;1;2;9;9;6;TrabajoSocial
20;16;20;20;20;16;16;16;0;20;20;28;24;28;12;19;17;23;27;9;17;6;2;9;0;0;1;7;IngenieriaElectronica
18;10;18;20;16;18;16;20;12;14;20;10;15;16;14;14;30;19;26;27;29;6;4;0;3;5;7;6;IngenieriaComercial
13;18;20;0;16;18;16;20;12;0;18;17;12;17;11;7;27;26;11;10;7;0;5;0;7;0;6;4;Derecho
20;17;20;20;20;14;20;20;20;16;20;6;26;30;21;6;7;27;17;14;16;1;4;3;4;0;1;7;Derecho
0;14;13;14;6;8;20;12;14;6;12;14;28;21;22;16;10;23;25;11;11;0;1;0;9;9;9;7;Teologia
14;8;15;20;0;18;17.5;20;14;16;20;18;9;9;25;8;6;24;29;14;27;0;4;8;9;0;9;0;IngenieriadeSistemas
9;18;19;18;18;18;8;16;0;18;20;24;11;23;10;22;17;28;21;22;11;1;4;9;9;1;0;3;IngenieriadeIndustriaAlimentaria
7;10;17;20;14;20;10;12;12;20;20;13;7;15;18;7;18;17;13;12;19;6;3;0;5;1;2;7;Derecho
12;16;19;18;20;20;17.5;20;0;20;20;27;6;23;7;16;7;27;23;19;18;0;5;6;0;0;6;0;IngenieriaComercial
19;9;20;20;18;18;0;20;6;14;20;14;19;25;15;9;12;25;30;6;26;6;2;0;9;9;0;0;TurismoyHoteleria
15;19;20;16;20;20;16;20;16;6;20;14;20;27;15;24;8;17;16;10;26;6;6;8;7;4;7;4;IngenieriaCivil
13;19;20;18;18;10;12;12;16;16;14;20;10;27;8;17;10;30;17;12;26;0;1;9;9;6;5;0;IngenieriaAmbiental
0;15;12;14;12;16;5;20;19;12;10;15;15;12;7;17;22;29;9;14;26;6;2;9;2;6;9;0;MedicinaVeterinariayZootecnia
18;18;10;20;20;18;16;16;18;16;20;18;9;9;17;13;11;12;7;24;18;6;0;3;8;7;0;6;TecnologiaMedica
6;16;17;16;0;14;2;16;10;6;12;12;7;8;6;11;13;6;10;22;7;6;0;7;0;0;9;1;CienciaPoliticayGobierno
7;16;17;18;18;18;16;20;16;16;20;29;21;13;13;29;19;19;17;11;14;6;4;9;7;9;4;0;IngenieriadeMinas
13;18;19;18;18;16;12.5;16;15;16;20;19;9;15;30;16;12;23;16;19;18;4;1;0;2;0;2;2;Contabilidad
16;16;17;20;20;12;10;20;16;18;20;28;20;13;13;22;27;28;27;15;11;6;3;0;0;9;9;7;Psicologia
6;8;9;20;16;14;16;16;8;10;14;9;30;10;27;10;12;9;27;14;19;6;2;9;0;3;0;1;IngenieriadeMinas
7;18;9;20;16;20;12.5;20;12.5;12;20;15;30;30;12;27;12;29;30;13;22;3;1;0;0;9;0;6;ComunicacionSocial
10;16;16;20;20;16;10;20;18;16;20;7;20;28;27;19;12;25;24;23;19;2;3;0;3;0;5;0;Derecho
19;17;20;20;18;18;16;20;18;10;0;9;21;8;7;6;12;30;16;30;7;1;0;0;4;0;7;6;AdministraciondeEmpresas
17;17;20;20;20;20;20;16;12;14;20;13;24;6;16;13;14;22;26;19;12;1;7;2;7;0;9;0;IngenieriaComercial
8;16;8;6;12;8;5;16;2.5;8;12;15;30;26;27;18;16;17;24;27;26;6;5;9;5;4;9;2;IngenieriaAmbiental
10;8;20;20;10;20;15;20;12;10;18;6;16;24;19;11;21;12;9;16;8;3;0;3;1;0;0;0;CienciaPoliticayGobierno
7;17;19;20;20;18;10;20;15;6;20;12;25;27;23;14;15;6;14;6;29;5;3;6;8;2;9;0;Odontologia
8;18;18;20;20;18;15;20;0;14;20;14;28;16;13;9;24;26;8;14;8;6;5;3;4;9;6;4;Teologia
6;17;19;18;18;12;12;16;12;16;20;21;20;28;13;12;27;6;18;24;15;3;0;9;9;6;6;3;IngenieriaMecatronica
12;18;20;18;20;18;10;20;0;12;20;10;12;21;23;18;15;17;27;28;11;6;0;9;9;9;0;0;IngenieriaElectronica
4;17;8;16;20;10;7.5;4;20;2;8;17;24;9;14;27;8;13;30;7;18;6;0;0;4;2;6;0;Derecho
3;17;6;20;20;20;14;16;5;20;20;15;30;28;25;22;7;7;28;12;13;4;0;1;0;0;9;0;IngenieriaComercial
2;8;19;14;18;16;12.5;16;14;8;16;15;8;9;11;23;20;11;10;12;9;6;3;4;3;0;6;1;AdministraciondeEmpresas
11;9;9;18;16;20;18;16;8;16;18;16;21;8;15;6;28;29;28;17;17;0;3;5;9;4;3;1;MedicinaHumana
12;16;2;18;4;18;16;12;10;14;8;23;12;10;14;16;19;23;9;9;15;6;4;7;9;0;7;6;MedicinaHumana
12;18;19;18;20;18;0;20;10;14;20;18;6;20;21;26;17;13;17;21;6;0;6;0;0;2;1;0;IngenieriaComercial
19;18;19;20;16;18;18;20;20;20;20;8;16;22;15;11;21;24;15;30;8;1;0;2;0;0;9;0;CienciaPoliticayGobierno
14;19;20;20;20;14;16;16;15;16;18;24;8;12;13;6;6;18;6;30;28;4;0;9;4;3;4;0;IngenieriadeMinas
11;16;16;16;12;14;12;12;12;0;14;29;12;10;28;23;24;10;21;9;8;0;0;1;6;7;3;1;MedicinaHumana
10;19;17;20;18;18;20;20;18;16;20;24;9;14;24;26;18;16;6;19;18;3;6;9;7;7;9;0;IngenieriaElectronica
17;17;18;20;18;20;16;20;0;20;20;11;27;26;7;21;23;11;21;12;10;0;5;9;5;1;0;0;IngenieriadeSistemas
19;17;9;20;18;18;20;20;18;20;20;10;10;17;23;21;26;14;19;8;20;0;6;0;7;3;8;0;Contabilidad
17;18;20;18;20;18;10;16;0;16;20;20;12;15;30;14;11;25;7;7;23;0;6;2;2;3;2;7;CienciaPoliticayGobierno
4;17;18;18;8;12;16;12;14;0;10;17;14;9;22;18;10;22;25;21;25;6;2;2;2;3;9;3;Contabilidad
10;17;15;18;20;18;16;20;12;6;20;21;24;11;20;30;23;20;21;17;25;6;6;9;6;2;3;7;IngenieriaAmbiental
16;17;20;20;18;20;16;20;18;14;20;30;9;27;26;9;18;7;28;16;15;6;0;2;3;5;4;2;IngenieriaComercial
4;17;17;20;18;10;16;20;0;8;14;29;16;27;10;20;25;29;13;19;18;0;0;9;0;1;3;0;IngenieriadeIndustriaAlimentaria
11;17;18;20;20;16;12;20;17;18;20;15;21;8;25;30;18;9;9;13;22;0;0;0;7;7;1;7;Odontologia
9;17;18;20;18;16;20;20;20;18;20;15;18;17;21;19;10;17;11;24;16;0;4;9;0;9;0;6;IngenieriaElectronica
13;17;19;20;20;20;18;20;10;20;20;14;12;28;22;9;8;15;20;29;6;3;3;9;0;0;5;0;IngenieriaAgronomicayAgricola
12;17;20;20;20;14;7.5;20;12.5;20;20;27;24;27;25;6;13;9;27;26;7;1;5;3;9;0;5;8;MedicinaVeterinariayZootecnia
11;16;17;20;16;20;15;20;8;20;20;27;9;19;10;30;15;18;12;28;27;4;5;5;2;0;9;0;CienciaPoliticayGobierno
15;19;18;20;18;14;20;20;7.5;12;20;14;15;16;8;19;30;11;9;19;15;3;0;6;4;0;0;3;CienciaPoliticayGobierno
6;16;18;20;18;18;6;20;8;4;12;26;6;17;11;16;19;12;10;16;11;6;7;3;8;9;1;0;PublicidadyMultimedia
18;18;20;20;20;20;16;20;18;18;20;29;7;20;21;18;7;16;6;11;14;5;4;9;9;5;9;0;IngenieriaAmbiental
7;18;20;20;18;16;12;20;14;14;18;20;12;16;22;29;10;26;13;30;23;1;7;4;7;5;0;3;MedicinaHumana
12;18;18;0;20;16;16;20;10;16;20;17;15;21;17;10;21;14;18;26;12;1;5;7;0;4;9;0;IngenieriaComercial
19;17;20;20;18;18;17.5;20;15;18;20;30;19;7;16;30;20;8;9;8;11;5;6;2;9;5;2;0;TecnologiaMedica
4;17;17;20;12;12;7.5;20;0;10;14;26;24;24;28;14;19;9;11;17;29;6;2;2;9;0;5;7;ObstetriciayPuericultura
10;19;10;18;10;20;12;20;10;12;20;14;25;22;8;17;25;16;14;14;24;6;1;0;5;8;9;2;PublicidadyMultimedia
8;17;20;20;20;18;12.5;16;7.5;14;20;11;8;7;7;6;29;14;23;26;8;6;0;2;7;0;0;0;Contabilidad
14;17;10;20;18;16;15;16;12.5;16;20;16;25;23;22;8;26;9;11;22;23;5;0;2;7;0;9;0;Derecho
7;15;19;20;18;20;17.5;20;20;12;12;15;20;13;30;20;18;18;7;17;10;3;0;2;4;0;9;7;Derecho
13;16;18;18;16;4;10;16;0;4;20;11;16;20;8;23;21;10;26;7;11;6;0;0;0;1;8;7;IngenieriaComercial
19;18;19;20;18;20;10;20;12;20;20;27;7;18;15;20;18;9;12;19;15;3;5;9;8;5;0;9;IngenieriadeIndustriaAlimentaria
20;18;18;20;18;12;0;20;20;18;20;8;24;16;24;7;21;15;18;12;14;6;3;9;9;9;0;8;IngenieriaMecanicaElectrica
8;18;18;20;20;16;20;20;15;16;20;25;14;6;20;20;28;10;17;10;13;6;6;3;8;6;7;0;Odontologia
7;18;10;16;12;16;8;8;2.5;2;20;8;8;28;9;13;8;18;13;23;9;1;0;9;6;2;1;0;IngenieriaIndustrial
11;19;14;20;20;18;20;20;12;20;20;15;26;28;8;18;27;21;23;9;9;3;6;0;9;5;0;6;MedicinaHumana
18;9;20;20;20;20;16;16;14;18;20;27;21;19;27;23;11;22;27;18;30;6;3;0;7;6;0;9;IngenieriaComercial
19;19;20;20;20;16;16;16;14;16;20;11;18;19;22;19;30;20;15;16;27;3;0;6;3;9;6;0;PublicidadyMultimedia
14;18;18;20;20;20;20;20;18;16;20;26;20;25;13;8;24;28;6;19;21;1;7;7;6;1;5;9;Contabilidad
6;18;18;20;16;16;20;20;16;16;20;18;22;25;28;30;29;15;30;18;15;6;6;9;4;3;0;2;IngenieriaIndustrial
20;17;20;20;18;18;20;20;20;16;16;14;9;10;22;24;16;13;15;13;30;1;1;9;9;2;5;0;Arquitectura
12;16;19;12;12;0;16;12;4;10;20;10;7;9;23;17;10;16;25;21;15;4;0;9;4;0;0;2;IngenieriadeMinas
3;8;15;20;16;16;10;16;12;12;20;16;25;15;28;21;7;27;15;21;17;6;4;7;9;9;1;5;Psicologia
9;18;9;16;20;0;17.5;20;12.5;12;14;17;13;20;10;25;15;20;20;18;30;6;0;2;9;2;9;0;TecnologiaMedica
5;17;17;20;0;12;14;16;18;6;20;13;27;17;7;22;14;19;14;28;29;6;5;5;0;6;9;7;AdministraciondeEmpresas
5;17;19;20;14;12;20;20;16;18;20;6;13;11;21;23;23;30;9;29;9;6;0;9;1;6;0;0;IngenieriadeSistemas
17;18;19;20;18;18;17.5;20;16;16;20;9;19;11;17;7;26;10;11;27;25;0;0;6;3;6;7;6;Derecho
18;17;18;18;20;18;16;20;16;16;20;17;26;11;10;26;30;14;11;19;30;0;3;0;8;6;9;5;FarmaciayBioquimica
17;8;10;20;20;18;17.5;20;10;6;16;27;28;27;15;15;14;16;25;7;29;0;0;7;4;0;9;0;Arquitectura
20;17;20;20;18;18;16;20;20;16;20;14;29;12;25;30;20;10;29;22;27;2;5;8;2;6;2;1;IngenieriaIndustrial
14;17;19;20;18;18;16;20;16;10;20;23;6;25;17;22;7;27;29;13;30;6;2;5;9;4;9;3;Odontologia
