MatematicaI;MatematicaII;ComunicacionI;ComunicacionII;InglesI;InglesII;DesarrolloPersonal;Historia;ArteyCultura;Quimica;Biologia;Fisica;EmprendimientoI;EmprendimientoII;KuderA1;KuderA2;KuderA3;KuderA4;KuderA5;KuderA6;KuderB1;KuderB2;KuderB3;KuderB4;KuderB5;KuderB6;KuderC1;KuderC2;KuderC3;KuderC4;KuderC5;KuderC6;KuderD1;KuderD2;KuderD3;KuderD4;KuderD5;KuderD6;KuderE1;KuderE2;KuderE3;KuderE4;KuderE5;KuderE6;KuderF1;KuderF2;KuderF3;KuderF4;KuderF5;KuderF6;KuderG1;KuderG2;KuderG3;KuderG4;KuderG5;KuderG6;KuderH1;KuderH2;KuderH3;KuderH4;KuderH5;KuderH6;KuderI1;KuderI2;KuderI3;KuderI4;KuderI5;KuderI6;KuderJ1;KuderJ2;KuderJ3;KuderJ4;KuderJ5;KuderJ6;CapsE1MR;CapsE2SR;CapsE3VR;CapsE4NA;CapsE5LU;CapsE6WK;CapsE7PSA;CapsP1MR;CapsP2SR;CapsP3VR;CapsP4NA;CapsP5LU;CapsP6WK;CapsP7PSA;Career
0;4;0;16;17;20;14;18;16;12.5;16;14;8;16;3;2;1;3;2;5;2;5;2;5;1;1;1;4;3;5;2;3;3;1;3;5;1;1;5;5;1;4;4;3;4;4;3;5;5;5;1;4;5;1;4;1;3;2;5;5;4;3;5;2;1;5;2;5;4;4;4;3;4;3;1;3;7;1;1;7;5;15;38;64;20;3;64;62;Ciencia Politica y Gobierno
10;12;17;0;0;18;18;16;20;18;16;8;16;18;1;1;1;3;2;5;5;3;1;1;3;3;3;4;1;5;4;1;1;2;4;5;5;4;4;3;3;3;5;4;2;3;2;4;1;2;4;2;5;3;2;5;1;2;1;3;1;5;4;5;2;4;2;2;4;4;3;1;3;5;9;2;9;1;1;9;6;75;33;78;25;16;83;73;Comunicacion Social
10;14;16;16;4;0;18;4;18;16;12;10;14;8;4;5;2;4;3;4;4;3;1;5;1;4;1;1;5;1;5;1;2;3;4;4;4;1;5;3;2;4;4;1;5;1;2;2;2;2;1;3;3;1;1;4;2;5;3;1;3;2;5;2;3;3;2;5;2;2;4;5;3;3;8;3;1;6;4;9;2;65;44;17;58;56;80;43;Enfermeria
16;8;17;18;18;20;18;20;18;0;20;10;14;20;3;1;4;5;5;1;2;3;5;4;5;4;3;2;3;2;3;2;2;2;1;2;1;5;5;5;4;3;3;3;5;2;5;4;1;5;5;5;1;3;4;5;3;2;2;5;5;4;5;5;2;3;3;2;5;3;5;5;3;2;9;5;1;6;4;1;1;85;61;17;54;53;17;2;Tecnologia Medica
18;20;18;18;20;17;20;16;18;18;20;20;20;20;2;1;3;2;4;3;2;3;2;4;3;2;4;3;2;5;2;3;3;1;2;2;5;5;1;5;2;3;2;4;5;3;2;2;4;4;3;2;3;2;1;2;4;3;2;3;5;3;2;3;4;3;3;3;5;4;3;5;1;3;3;4;9;1;2;7;8;30;55;92;8;40;64;87;Ingenieria Comercial
18;10;19;18;20;20;20;20;14;16;16;15;16;18;2;1;2;5;1;1;1;1;3;2;3;4;3;3;5;2;5;3;1;3;1;5;3;1;4;3;3;3;4;4;2;3;3;1;1;5;2;4;4;2;2;1;4;5;5;1;4;2;1;4;3;4;5;1;5;2;3;1;4;4;9;1;9;8;1;4;2;70;27;85;66;3;39;45;Ingenieria Agronomica y Agricola
8;14;16;16;16;15;16;12;14;12;12;12;0;14;5;5;3;3;1;1;5;5;3;3;2;2;4;1;1;4;1;2;2;5;3;1;4;2;5;4;5;5;3;2;3;1;3;3;5;2;1;4;3;2;3;3;2;4;5;3;3;4;5;5;3;5;4;5;5;2;3;4;3;5;5;1;1;7;1;4;4;40;27;17;62;26;42;58;Arquitectura
2;18;19;18;16;18;20;18;18;20;20;18;16;20;5;3;2;3;5;2;2;4;1;4;1;4;1;3;1;3;3;2;1;3;3;1;2;4;2;1;5;3;4;2;2;4;2;4;5;3;3;5;5;1;1;4;4;2;3;5;2;1;3;4;1;3;2;3;4;5;3;1;3;1;6;1;7;5;9;1;7;50;0;60;45;93;19;78;Tecnologia Medica
18;16;18;16;19;17;20;18;20;16;20;0;20;20;2;1;3;1;1;4;2;1;1;1;3;5;1;4;2;2;4;3;5;1;2;4;1;4;2;2;4;4;1;5;4;1;1;5;5;4;4;3;3;5;5;2;1;1;4;4;5;3;3;2;1;2;1;5;5;3;1;1;2;3;2;6;9;9;1;9;5;20;66;96;83;0;75;64;Administracion de Empresas
20;18;17;16;0;17;20;18;18;20;20;18;20;20;2;5;3;3;3;5;3;3;2;2;1;2;4;5;3;5;2;3;1;5;2;1;2;1;3;3;5;3;2;1;2;5;4;4;3;3;5;5;3;1;2;4;4;2;2;4;3;5;1;1;5;2;5;2;3;5;4;3;5;3;2;4;2;6;3;9;7;25;50;28;54;50;100;79;Medicina Humana
18;16;17;18;20;20;18;20;18;10;16;0;16;20;3;2;4;1;2;4;1;5;1;2;3;2;1;3;3;2;4;2;2;2;4;5;2;4;3;3;3;1;4;3;3;3;3;2;3;3;5;4;3;2;3;4;3;3;4;3;5;2;3;1;5;3;1;3;2;4;4;2;1;1;9;5;9;2;4;9;9;70;61;85;29;53;76;97;Comunicacion Social
0;8;18;16;15;20;18;8;12;16;12;14;0;10;4;1;3;2;2;3;2;2;2;1;4;1;1;3;2;2;1;2;5;2;4;4;5;3;1;1;4;3;3;3;5;3;1;2;1;2;3;1;4;3;2;4;1;3;2;5;2;1;2;1;2;4;2;3;4;4;1;5;5;3;9;3;4;6;8;2;6;75;38;39;54;86;28;70;Ingenieria Mecanica
8;12;17;16;15;15;18;20;18;16;20;12;6;20;2;1;5;3;4;5;5;4;2;3;5;5;3;4;5;5;5;3;3;1;5;4;3;5;2;2;4;1;1;3;4;4;1;2;5;3;4;2;1;1;1;2;3;2;3;2;5;3;1;3;1;4;2;4;4;1;2;5;2;1;5;4;1;9;1;9;1;40;55;21;87;10;91;30;Ingenieria de Sistemas
16;16;17;17;20;20;20;18;20;16;20;18;14;20;4;3;1;5;4;2;2;4;2;2;5;4;4;4;2;4;2;3;4;2;1;4;5;1;5;2;3;1;3;4;2;4;2;2;4;5;3;1;4;4;5;2;5;3;5;1;3;3;1;4;2;5;4;2;3;1;1;2;3;3;9;2;6;1;9;9;7;85;33;57;12;93;76;78;Odontologia
0;8;16;17;17;16;20;18;10;16;20;0;8;14;2;4;4;4;5;1;3;5;4;4;5;5;2;1;4;3;4;5;5;3;2;4;2;2;4;5;4;1;5;3;3;3;1;1;2;5;2;3;5;2;1;1;5;1;1;3;5;4;4;4;4;3;2;4;3;2;3;5;5;1;1;1;1;1;7;4;8;0;22;14;0;80;42;92;Odontologia
12;10;17;16;20;16;20;20;16;12;20;17;18;20;3;1;3;1;4;5;3;2;1;3;2;3;1;4;5;3;1;2;1;2;4;4;1;1;4;1;1;3;4;5;1;3;1;3;3;4;1;4;1;5;1;5;4;4;4;1;5;2;5;3;2;2;5;1;3;3;2;2;2;2;7;4;1;5;2;8;4;55;55;25;45;36;67;60;Turismo y Hoteleria
0;18;16;17;15;20;20;18;16;20;20;20;18;20;4;5;4;5;1;1;2;1;3;2;4;5;1;3;2;3;3;4;2;2;1;1;3;3;5;5;1;2;1;1;5;1;3;4;1;2;5;1;1;3;4;5;1;4;1;5;5;4;2;5;3;5;3;4;2;5;1;2;1;2;9;2;6;3;8;8;7;100;33;53;37;86;73;86;Obstetricia y Puericultura
16;10;16;17;20;18;20;20;20;18;20;10;20;20;4;5;5;2;5;3;4;1;1;3;4;3;5;3;2;4;2;4;4;5;2;1;3;3;3;1;2;3;3;5;5;5;1;1;3;2;2;3;1;3;3;5;2;4;5;2;1;1;5;1;5;1;3;2;4;2;3;3;3;1;5;9;1;9;2;7;3;45;100;0;87;40;66;46;Odontologia
12;12;16;17;20;20;20;20;14;7.5;20;12.5;20;20;3;4;1;4;4;1;5;1;2;5;2;3;1;3;4;3;3;3;5;5;2;1;5;5;4;4;3;3;1;5;5;4;1;3;3;2;1;2;3;2;2;5;4;2;3;1;2;4;4;5;5;3;5;2;5;5;3;1;2;3;5;6;3;9;1;9;1;45;66;35;75;26;76;35;Arquitectura
10;12;13;19;16;18;20;16;20;15;20;8;20;20;5;4;1;5;5;4;4;1;2;3;3;1;3;3;4;2;1;1;5;3;5;1;4;2;4;4;4;4;5;3;2;1;3;1;1;4;5;5;4;3;2;1;1;1;5;4;1;1;4;1;4;3;1;1;2;5;1;5;4;5;1;6;5;5;1;4;2;10;66;46;45;30;42;40;Odontologia
20;10;18;20;20;15;20;18;14;20;20;7.5;12;20;5;4;1;3;3;1;3;3;5;3;4;3;2;1;2;4;3;5;3;5;2;3;2;5;3;5;3;3;1;5;1;2;5;2;5;5;2;3;1;4;5;4;5;5;1;2;2;4;5;4;2;2;5;3;3;5;3;4;2;2;1;5;9;8;1;4;1;15;61;71;66;3;39;12;Contabilidad
12;0;15;16;16;20;20;18;18;6;20;8;4;12;4;1;1;1;5;4;1;2;3;4;2;4;3;3;1;3;1;5;3;3;3;2;4;2;2;5;1;2;5;4;1;5;4;1;5;5;4;3;2;2;3;5;3;1;3;5;2;2;1;3;3;4;2;1;3;3;2;4;3;4;9;5;1;9;6;7;7;100;61;3;79;73;60;85;Administracion de Empresas
18;18;17;19;19;20;20;20;20;16;20;18;18;20;4;4;2;3;2;1;5;4;4;3;1;3;5;4;3;5;2;4;5;2;5;1;2;5;3;1;1;2;3;1;5;5;1;5;5;2;2;5;5;1;2;5;4;1;2;1;1;2;1;1;5;2;3;4;4;2;4;5;2;5;2;6;9;1;1;9;8;20;66;85;16;30;89;86;Administracion de Empresas
6;8;17;18;20;20;20;18;16;12;20;14;14;18;5;2;1;2;2;2;3;2;3;2;5;3;2;2;5;3;3;2;2;5;3;2;2;4;4;4;3;3;3;4;4;3;4;2;2;4;4;3;3;3;2;1;5;3;5;1;1;1;3;4;4;1;4;2;5;4;5;4;4;1;2;7;7;9;1;1;7;20;77;60;91;33;17;84;Contabilidad
14;10;17;18;17;18;0;20;16;16;20;10;16;20;1;3;4;3;2;3;3;3;2;2;1;4;1;5;1;5;5;3;4;2;4;2;2;1;4;4;2;3;1;2;3;4;3;3;4;1;5;5;1;4;1;5;2;3;3;5;3;5;1;1;3;2;2;2;3;3;1;4;2;4;9;1;7;1;4;2;7;80;22;64;20;60;26;83;Contabilidad
18;20;16;18;20;20;20;18;18;17.5;20;15;18;20;5;5;1;2;3;1;1;5;4;4;5;2;5;3;2;5;3;5;1;4;5;3;5;3;4;4;5;1;4;3;1;5;3;2;2;3;4;3;3;3;5;1;2;5;4;5;2;4;4;2;2;4;1;4;2;2;4;1;4;5;9;9;9;9;6;8;8;75;100;75;87;70;69;87;Enfermeria
8;0;17;17;18;16;20;12;12;7.5;20;0;10;14;1;2;3;5;3;1;1;2;1;2;2;4;1;5;3;5;3;1;2;3;5;1;5;2;1;3;2;2;5;1;5;4;4;5;3;4;4;3;2;4;2;2;3;5;3;3;2;2;3;4;4;5;3;5;3;1;3;5;2;2;9;7;8;1;4;9;3;80;77;67;16;53;82;50;Ingenieria de Sistemas
10;10;18;19;0;20;18;10;20;12;20;10;12;20;4;1;3;3;5;4;2;4;3;4;4;5;3;3;1;3;5;1;3;2;3;2;3;5;1;4;1;4;2;3;2;5;2;2;3;2;4;4;5;1;1;4;3;1;2;2;1;3;1;4;1;5;1;1;1;4;1;1;3;3;7;6;9;1;1;9;3;60;66;71;8;0;87;50;Ingenieria Industrial
6;10;16;17;19;20;20;20;18;12.5;16;7.5;14;20;5;3;1;3;4;2;3;2;1;5;4;4;4;4;2;4;4;2;5;1;3;1;3;2;2;1;4;4;4;5;4;5;2;5;3;5;5;3;3;5;2;1;2;3;3;1;3;2;2;2;1;4;1;4;2;5;3;1;1;1;8;1;1;1;7;9;9;65;11;3;25;80;100;95;Turismo y Hoteleria
12;16;16;18;20;0;20;18;16;15;16;12.5;16;20;5;5;1;1;2;3;3;2;5;4;5;3;1;5;3;4;4;4;4;2;1;1;1;2;4;3;5;1;1;2;5;3;1;4;5;1;2;3;4;4;1;2;2;3;4;3;2;2;3;1;4;4;1;2;5;2;4;1;5;5;2;6;7;8;1;4;9;25;66;64;66;26;42;98;Derecho
14;0;14;16;20;17;20;18;20;17.5;20;20;12;12;2;1;4;1;1;1;5;3;4;3;4;1;2;4;5;2;2;5;3;2;4;4;5;2;1;4;2;4;2;5;5;4;2;1;2;1;5;1;3;4;1;3;1;1;3;2;4;3;2;1;5;4;3;5;3;2;4;3;4;4;9;4;9;7;3;5;4;70;50;78;62;50;48;54;Educacion Inicial
8;18;15;16;15;20;18;16;4;10;16;0;4;20;5;4;2;4;2;4;2;5;3;5;2;2;1;3;2;1;4;3;3;1;4;3;1;5;2;3;5;4;2;2;2;5;1;3;3;4;3;5;4;1;4;1;2;5;2;4;2;2;1;3;5;2;5;5;1;3;4;4;1;3;1;3;7;1;9;7;3;0;38;64;20;96;64;49;Psicologia
18;20;17;19;19;18;20;18;20;10;20;12;20;20;4;2;2;5;5;2;5;5;1;3;1;5;3;5;2;2;5;4;2;5;5;4;4;1;3;4;1;4;1;4;4;1;3;4;4;1;5;3;1;5;2;5;2;4;3;5;5;1;1;3;1;4;2;5;3;1;2;3;5;3;3;3;1;1;1;1;9;30;44;3;0;10;14;100;Enfermeria
20;20;18;17;18;17;20;18;12;0;20;20;18;20;3;5;5;1;3;3;4;2;4;1;4;1;2;4;2;3;3;5;4;5;2;1;2;3;2;4;1;3;2;2;4;5;3;1;4;3;5;1;1;3;4;4;3;5;4;4;3;1;1;1;3;5;4;4;2;2;2;4;5;3;1;9;9;9;5;2;3;5;94;89;95;66;26;48;Ciencia Politica y Gobierno
4;12;19;17;20;15;20;20;16;20;20;15;16;20;4;3;1;5;2;2;2;5;4;2;4;2;3;4;5;5;4;4;4;3;5;3;5;3;3;3;5;4;4;4;3;3;5;5;4;3;4;1;4;1;3;3;3;5;1;3;5;1;3;2;2;4;5;3;1;3;2;2;2;1;4;1;8;9;3;1;1;35;16;67;100;46;0;38;Ingenieria Comercial
8;6;18;17;0;20;16;12;16;8;8;2.5;2;20;4;3;2;3;2;4;2;4;2;1;2;4;5;4;3;3;2;3;1;4;5;5;2;5;1;5;4;3;4;2;1;2;2;4;4;1;1;4;1;3;1;5;3;1;4;2;2;4;5;2;1;4;1;1;4;1;1;4;1;1;2;7;7;5;1;9;1;20;77;60;45;13;92;14;Ingenieria Comercial
8;14;18;19;10;18;20;20;18;20;20;12;20;20;1;4;2;3;2;2;1;5;1;4;3;3;5;5;2;2;5;1;3;4;4;3;4;4;4;4;5;3;1;4;3;3;5;5;4;3;3;5;3;4;2;3;4;3;2;1;5;1;3;4;4;5;3;3;5;5;3;2;5;1;6;3;1;1;1;9;1;50;44;10;16;23;91;20;Ingenieria Biotecnologica
18;18;18;0;20;19;20;20;20;16;16;14;18;20;2;4;3;4;5;4;4;2;5;5;1;4;3;1;1;2;4;2;2;4;1;2;4;1;4;4;3;5;3;5;2;3;1;2;3;5;5;4;2;1;2;4;2;5;3;2;5;3;3;5;4;2;1;2;3;4;3;4;3;4;9;1;1;5;7;1;2;75;16;17;45;83;5;41;Turismo y Hoteleria
20;18;19;19;19;20;20;20;16;16;16;14;16;20;1;3;3;3;4;2;2;3;1;1;2;2;4;2;3;3;4;1;3;3;1;1;5;3;1;3;5;4;2;1;3;3;5;5;1;1;1;5;3;1;3;4;4;1;5;3;2;5;1;1;4;4;1;4;1;2;4;5;1;1;9;3;1;6;9;5;1;100;44;7;58;93;50;22;Ingenieria de Minas
18;10;18;18;19;17;20;20;20;20;20;18;16;20;5;3;1;5;4;3;2;4;2;3;5;1;3;5;1;3;1;3;3;1;5;4;2;4;2;5;5;2;1;4;5;4;5;5;5;4;5;4;5;2;4;4;2;5;4;4;5;2;3;1;1;2;1;2;5;1;4;3;3;5;1;7;1;9;6;1;6;15;77;3;95;73;16;73;Ingenieria Biotecnologica
0;12;18;17;18;17;20;16;16;20;20;16;16;20;1;3;4;4;2;1;5;5;3;5;3;1;4;4;2;3;4;5;5;2;2;4;4;5;2;2;4;4;1;4;4;1;4;1;1;5;1;5;3;4;5;3;5;5;5;2;4;3;3;1;2;5;3;3;3;1;2;3;2;3;3;1;1;9;7;9;4;30;22;10;75;83;75;61;Comunicacion Social
20;20;18;16;20;20;20;18;18;20;20;20;16;16;5;2;4;3;3;5;3;1;4;4;2;1;5;3;2;3;1;1;5;2;4;2;2;4;3;1;2;1;2;5;3;1;5;1;3;5;1;1;5;2;4;5;2;3;2;2;3;3;5;5;5;2;1;3;3;2;5;4;4;4;5;7;3;9;9;9;7;40;77;32;95;100;98;85;Enfermeria
6;18;15;17;19;18;12;12;0;16;12;4;10;20;1;5;2;1;4;5;4;4;1;5;3;5;5;3;1;2;4;2;5;2;1;4;2;5;1;5;1;2;3;4;4;1;1;1;1;2;5;2;4;1;4;5;4;1;4;4;4;3;5;4;1;2;2;2;3;3;2;4;1;2;8;1;1;1;7;3;5;65;0;0;20;76;35;65;Ingenieria Agronomica y Agricola
6;0;15;0;14;16;20;16;16;10;16;12;12;20;4;5;4;1;4;4;3;2;4;5;1;1;3;2;5;5;5;3;4;2;1;1;2;1;3;5;1;2;2;4;5;3;5;5;5;2;3;5;4;5;5;3;3;4;2;4;4;5;5;3;2;4;4;5;3;3;4;1;5;5;1;4;1;8;4;8;1;15;55;7;70;60;67;20;Administracion de Empresas
6;12;16;20;0;17;16;20;0;17.5;20;12.5;12;14;3;4;5;1;2;1;3;4;3;4;5;3;4;2;5;4;5;1;4;5;1;4;5;5;1;1;3;4;4;5;4;1;3;5;5;3;2;5;4;2;4;1;1;1;3;3;5;2;3;4;1;2;3;1;3;3;4;5;4;5;1;8;1;6;1;8;6;15;88;0;54;13;69;75;Ingenieria Industrial
8;2;18;16;17;16;20;0;12;14;16;18;6;20;3;4;3;4;1;2;2;3;3;5;1;2;2;3;1;4;1;2;5;1;3;4;3;3;1;5;2;2;3;5;2;1;2;4;2;5;4;4;2;5;4;4;4;2;2;3;3;4;2;2;4;4;4;2;4;5;5;1;1;5;9;2;9;1;9;8;1;75;33;89;8;100;71;12;Ingenieria Comercial
0;10;17;17;20;17;20;14;12;20;20;16;18;20;5;1;5;1;2;3;2;1;4;1;1;4;5;1;2;5;1;5;5;2;3;2;4;2;5;5;1;4;3;5;4;2;1;2;2;5;1;5;4;5;2;5;4;1;3;1;4;4;2;4;2;5;3;5;2;5;5;3;2;3;1;4;1;9;2;6;7;5;50;10;100;43;58;82;Ingenieria de Sistemas
18;16;16;19;20;18;20;18;18;17.5;20;16;16;20;2;4;3;3;5;1;3;1;2;3;4;3;5;2;5;4;4;2;5;4;5;4;2;3;5;3;3;3;3;4;2;1;1;3;1;3;3;2;4;3;1;5;2;1;1;5;3;3;4;2;1;2;5;2;2;4;5;4;3;5;9;1;9;8;2;3;1;70;22;96;70;36;37;24;Ciencia Politica y Gobierno
18;18;17;17;20;15;18;20;18;16;20;16;16;20;4;4;1;3;3;5;3;2;1;3;2;4;2;2;5;5;2;2;2;4;5;2;5;3;1;2;3;5;1;2;4;5;1;3;4;5;1;1;3;1;3;2;4;5;4;1;2;4;2;4;3;5;1;1;3;1;1;2;5;4;5;1;9;3;6;1;4;40;16;92;33;73;3;56;Odontologia
20;14;16;0;19;0;20;20;18;17.5;20;10;6;16;4;5;2;2;1;5;5;5;3;2;4;3;3;2;2;1;3;4;3;2;2;2;2;2;4;3;2;2;1;5;3;5;5;5;1;4;3;2;4;3;2;5;5;1;1;1;5;5;1;3;5;5;3;4;2;4;2;1;4;1;7;3;9;2;7;1;2;55;44;100;29;76;17;42;Arquitectura
20;20;17;17;20;20;20;18;18;16;20;20;16;20;4;2;2;1;5;4;5;5;5;5;4;4;1;3;5;2;5;5;1;5;1;2;2;1;1;1;2;3;4;2;5;1;3;4;5;3;5;4;1;4;2;5;4;2;2;3;2;4;4;1;2;1;3;4;5;3;1;1;3;3;7;1;9;9;9;8;2;60;11;92;79;100;69;41;Odontologia
14;14;17;16;20;17;20;18;18;16;20;16;10;20;2;2;1;3;4;5;2;1;4;1;3;1;1;2;1;4;1;4;3;3;5;1;3;3;3;2;5;4;1;5;3;3;2;1;2;1;2;1;1;1;4;4;3;2;5;4;1;2;2;1;1;2;1;3;1;4;1;5;5;5;5;7;9;5;9;1;8;45;77;78;50;93;8;94;Publicidad y Multimedia
14;18;18;19;20;20;20;20;20;16;20;16;20;20;3;1;1;5;1;4;4;4;5;4;4;4;4;1;5;3;3;1;2;1;5;2;5;5;3;2;3;1;3;1;3;5;4;4;3;2;3;2;5;1;4;2;3;5;5;1;5;5;3;1;2;4;1;2;4;2;5;2;2;3;6;9;7;9;2;9;1;50;94;64;91;36;85;20;Tecnologia Medica
20;18;17;15;20;17;20;20;10;20;20;0;18;10;4;1;3;3;1;3;1;2;4;1;2;2;4;5;4;3;5;4;5;3;3;4;5;1;2;4;1;3;3;5;2;3;2;5;4;5;4;5;3;3;4;2;4;2;3;4;1;1;2;4;1;2;3;4;5;2;1;4;1;2;7;1;1;3;1;2;5;60;27;17;33;0;26;70;Ingenieria Agronomica y Agricola
12;14;16;17;0;18;20;20;16;16;16;15;10;14;5;1;1;5;3;5;4;5;3;2;1;2;2;2;4;1;2;3;4;1;3;1;5;3;5;4;3;1;2;3;3;4;3;2;2;4;2;5;2;2;3;5;3;1;2;1;1;1;4;2;1;5;4;5;4;1;4;3;5;3;8;1;1;4;1;3;8;65;27;17;41;13;32;94;Ingenieria de Sistemas
8;16;17;17;20;20;20;20;10;16;16;18;16;20;5;5;5;3;5;3;4;1;4;4;1;2;2;4;5;5;4;5;5;2;2;3;1;3;2;1;2;4;4;2;4;4;4;3;4;2;3;3;2;5;2;4;2;1;5;3;1;5;3;1;1;5;5;3;1;4;5;5;3;3;1;9;5;9;6;1;8;0;100;46;79;73;3;88;Educacion Primaria
8;14;19;0;17;16;20;18;18;20;20;17.5;18;18;3;1;4;1;1;4;3;1;1;5;1;1;1;3;1;3;3;4;1;2;5;2;4;4;4;3;4;3;5;2;3;4;3;2;3;3;2;2;5;5;3;5;3;3;1;1;5;2;4;2;5;1;1;2;3;4;5;1;1;4;6;5;9;9;1;1;6;50;61;78;87;10;17;72;Administracion de Empresas
18;18;15;15;13;20;18;16;18;12.5;20;7.5;16;20;4;1;3;3;5;5;1;4;1;2;4;3;3;3;5;3;2;4;3;4;1;4;3;2;5;2;3;4;4;1;4;3;3;2;5;5;1;3;4;3;1;3;5;4;1;1;4;3;2;5;1;5;2;3;2;5;2;3;5;1;1;4;9;3;1;6;7;10;50;89;37;3;58;80;Enfermeria
16;12;18;0;19;18;20;18;16;15;20;0;6;16;2;5;4;2;5;4;4;1;5;3;5;1;4;1;5;4;3;4;1;3;2;1;1;5;2;3;1;3;5;3;3;1;5;5;2;1;1;5;1;2;5;4;4;5;5;3;1;5;2;4;4;1;3;2;1;3;4;5;1;3;9;2;1;9;7;3;6;90;33;21;87;80;32;76;Publicidad y Multimedia
18;16;16;18;20;20;20;20;20;15;20;16;18;20;5;1;2;5;2;4;5;4;2;3;3;4;5;5;1;5;1;3;3;4;5;1;5;4;5;5;4;3;1;4;1;1;3;3;2;1;5;2;3;5;5;3;3;4;4;1;5;4;3;2;2;4;2;4;5;5;3;3;2;4;5;3;9;3;2;5;3;45;38;96;37;43;50;48;Trabajo Social
0;10;18;18;15;20;16;12;20;16;12;6;16;20;2;2;3;1;1;5;3;1;5;2;2;5;3;4;3;2;1;5;3;3;2;4;4;1;5;2;5;1;1;2;2;3;4;3;1;5;2;4;4;3;3;2;5;4;2;3;5;1;4;5;1;3;3;1;5;5;2;3;4;4;9;1;9;6;1;1;2;95;11;85;54;30;21;44;Educacion Secundaria
10;0;16;17;17;20;18;8;0;16;16;8;12;18;4;2;2;3;4;1;3;3;4;1;2;1;2;4;3;3;2;3;5;2;2;2;1;1;4;4;4;2;4;2;2;2;4;5;2;2;3;2;4;2;2;5;3;4;3;3;1;5;4;4;2;4;5;4;3;2;2;2;5;1;1;8;1;9;8;9;1;5;83;21;87;90;78;7;Ingenieria Comercial
16;18;18;16;20;16;18;20;18;20;20;20;14;20;4;5;1;1;5;2;3;3;4;4;5;1;4;3;5;3;4;5;1;2;3;1;3;4;2;2;2;5;3;4;5;3;5;3;3;2;2;4;3;5;2;5;5;5;1;1;2;1;3;5;2;4;1;5;3;1;4;4;5;1;3;3;9;2;7;2;1;30;38;75;29;83;28;24;Ingenieria de Minas
16;20;17;18;19;20;20;20;20;16;20;18;20;18;5;5;2;5;3;5;1;5;4;5;1;5;3;2;4;5;3;3;3;2;3;5;1;4;4;3;2;5;2;1;4;2;2;4;3;3;5;5;5;5;1;4;4;3;5;2;1;4;2;1;5;4;3;3;4;5;3;3;2;4;1;9;1;7;7;4;7;10;100;3;62;80;42;78;Contabilidad
10;12;19;17;15;17;20;20;20;18;16;10;20;18;3;4;3;5;4;3;5;2;1;2;1;2;2;5;3;3;1;4;2;1;3;4;4;1;2;3;3;5;4;2;2;4;5;1;2;5;3;3;5;4;3;5;1;2;4;5;1;2;5;3;2;4;1;3;5;1;3;3;1;2;9;2;9;8;9;3;1;90;33;100;66;96;35;36;Arquitectura
16;8;17;17;20;16;20;16;16;20;20;0;14;20;3;5;2;1;5;5;5;5;2;1;1;1;2;5;3;2;5;2;4;1;4;3;5;2;1;4;2;4;1;5;4;2;1;4;1;5;5;3;5;4;3;4;2;4;4;2;3;4;5;2;5;1;3;5;4;2;4;5;1;2;9;5;1;8;9;7;7;90;61;0;70;100;60;83;Contabilidad
12;10;18;16;20;0;20;18;16;17.5;20;18;18;20;5;3;1;2;2;1;2;2;4;2;5;2;4;5;5;3;2;2;5;1;3;2;1;3;2;2;4;1;2;4;4;1;5;3;5;2;2;1;5;2;4;5;3;4;3;4;4;5;2;1;4;4;2;1;2;1;4;2;3;1;9;9;1;4;5;2;9;100;94;3;41;63;26;94;Educacion Primaria
10;8;16;20;19;18;20;14;18;20;12;10;18;20;5;2;4;2;3;1;5;1;3;3;2;5;3;1;4;4;3;1;3;1;4;3;4;3;2;3;4;5;5;4;2;4;3;4;3;4;3;2;1;3;4;2;2;2;5;1;2;5;5;3;1;2;1;3;3;2;2;2;3;2;9;1;9;8;4;9;1;85;27;85;70;56;75;26;Ciencia Politica y Gobierno
14;16;17;17;12;20;20;20;14;18;16;10;6;20;3;4;5;2;5;2;4;1;2;1;4;1;3;4;5;5;5;5;4;3;2;5;4;4;2;3;5;4;2;1;3;3;2;4;3;5;3;2;2;5;2;2;4;5;2;2;4;5;4;4;2;1;1;1;2;5;3;4;1;5;3;2;3;8;4;1;9;30;33;32;70;53;5;99;Tecnologia Medica
14;12;16;18;18;18;20;20;18;15;20;10;14;20;2;4;2;4;4;2;2;3;4;1;4;4;4;1;4;3;4;1;4;4;3;5;4;2;3;1;3;3;3;3;1;1;2;1;1;3;5;1;2;3;1;2;5;4;2;5;1;3;2;1;1;1;1;2;2;1;3;2;1;3;9;9;3;9;1;7;2;100;94;32;91;33;62;42;Publicidad y Multimedia
14;14;17;18;0;17;18;18;14;20;16;12;16;20;1;2;3;5;4;4;2;1;5;2;3;3;1;1;1;1;4;2;3;2;2;3;4;3;3;5;4;1;3;1;2;1;4;3;3;5;1;3;1;2;2;1;2;4;5;5;3;2;2;2;2;3;4;4;3;1;2;5;4;3;9;2;9;3;6;9;1;95;33;96;37;73;75;26;Medicina Humana
